[[<module 'oppgave1.export509' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export509.py'>, AssertionError('7 != 11')]]
[[<module 'oppgave1.export65' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export65.py'>, AssertionError('3 != 11')]]
[[<module 'oppgave1.export709' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export709.py'>, UnboundLocalError("local variable 'sum' referenced before assignment")]]
[[<module 'oppgave1.export1224' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1224.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export130' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export130.py'>, UnboundLocalError("local variable 'total_sum' referenced before assignment")]]
[[<module 'oppgave1.export1112' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1112.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export474' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export474.py'>, AssertionError('4 != 11')]]
[[<module 'oppgave1.export500' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export500.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export903' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export903.py'>, NameError("name 'numllist' is not defined")]]
[[<module 'oppgave1.export117' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export117.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export963' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export963.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export568' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export568.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export94' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export94.py'>, AttributeError("'list' object has no attribute 'strip'")]]
[[<module 'oppgave1.export1177' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1177.py'>, NameError("name 's' is not defined")]]
[[<module 'oppgave1.export624' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export624.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export1194' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1194.py'>, AttributeError("'list' object has no attribute 'replace'")]]
[[<module 'oppgave1.export181' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export181.py'>, AssertionError('6 != 11')]]
